Number,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
110,Rich Girl,Daryl Hall & John Oates,rock,2005,168,64,60,-6,4,82,144,50,13,69
111,Fly Like An Eagle,Steve Miller Band,rock,1976,100,75,56,-13,33,64,283,61,11,69
112,Wuthering Heights,Kate Bush,pop,1978,125,39,48,-11,12,52,269,37,3,69
113,Got to Be Real,Cheryl Lynn,funk,1978,115,63,84,-10,15,90,308,9,3,69
114,Perfect Day,Lou Reed,rock,1972,145,27,40,-12,10,9,225,74,3,69
115,It's A Shame,The Spinners,soul,1970,199,64,37,-12,12,71,190,9,6,69
116,Me and Mrs. Jones,Billy Paul,soul,1972,201,53,29,-10,15,45,285,23,5,69
117,Summer Breeze,Seals and Crofts,rock,1972,89,58,49,-7,8,32,205,55,4,68
118,Heart Of Glass,Blondie,pop,2006,115,70,73,-8,6,41,252,0,3,68
119,I Wish,Stevie Wonder,soul,1976,106,72,82,-10,7,89,252,8,5,68
120,O-o-h Child,The Five Stairsteps,soul,2001,88,75,49,-8,68,66,197,0,4,68
121,What Is Life - 2014 Remaster,George Harrison,rock,1970,131,84,47,-6,32,89,264,1,3,68
122,(They Long To Be) Close To You,Carpenters,adult standards,1970,89,23,53,-15,12,21,274,73,3,68
123,Peg,Steely Dan,rock,1977,117,56,80,-11,14,93,240,5,3,67
124,Isn't She Lovely,Stevie Wonder,soul,1976,119,83,48,-7,32,82,394,18,9,67
125,Shining Star,"Earth, Wind & Fire",funk,1975,103,69,68,-13,13,80,170,67,5,67
126,Make Your Own Kind Of Music,Cass Elliot,pop,1973,121,56,53,-13,26,70,140,61,4,67
127,Lowdown,Boz Scaggs,rock,1976,116,79,66,-6,4,93,316,8,6,67
128,Baby Blue - Remastered 2010,Badfinger,rock,1971,124,88,62,-8,7,52,217,2,7,65
129,Just My Imagination (Running Away With Me),The Temptations,soul,1971,92,24,43,-15,20,48,228,88,3,65
130,September,"Earth, Wind & Fire",funk,2014,126,83,69,-7,25,98,215,17,3,64
131,As,Stevie Wonder,soul,1976,102,87,47,-10,24,68,428,6,6,64
132,"Footsteps in the Dark, Pts. 1 & 2",The Isley Brothers,soul,1977,81,37,68,-11,5,87,307,40,5,63
133,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,rock,1970,76,47,40,-12,12,53,445,30,3,62
134,Fame - 2016 Remaster,David Bowie,rock,1975,95,56,79,-10,8,67,261,45,5,62
135,Flash Light,Parliament,soul,1977,105,74,70,-10,47,69,347,24,5,62
136,Why Can't We Be Friends,War,soul,1975,92,68,78,-10,48,96,230,18,4,62
137,A Song for You,Donny Hathaway,soul,1971,100,22,33,-13,25,7,326,82,4,61
138,Free Bird,Lynyrd Skynyrd,rock,1973,117,85,28,-8,6,44,559,1,5,61
139,I Saw the Light - 2015 Remaster,Todd Rundgren,rock,1972,120,67,50,-12,17,58,180,21,3,61
140,The Rain Song - Remaster,Led Zeppelin,rock,1973,80,32,34,-11,11,24,459,32,3,61
141,I Wanna Be Your Lover,Prince,funk,1979,115,51,81,-9,7,73,348,4,5,60
142,Easy,Commodores,adult standards,1995,132,43,58,-14,7,35,261,23,3,60
143,Let's Stay Together,Al Green,soul,1972,102,28,75,-17,5,49,199,56,6,58
144,Cosmic Dancer,T. Rex,rock,1971,156,80,36,-8,19,72,267,1,6,58
145,More Than A Woman,Bee Gees,funk,1977,106,43,63,-15,65,69,196,30,5,55
146,Baby Come Back,Player,rock,2007,157,57,65,-11,12,56,214,5,11,54
147,Live And Let Die,Wings,rock,1978,154,51,40,-10,12,23,194,31,7,54
148,Tired Of Being Alone,Al Green,soul,1971,98,40,77,-9,8,62,172,33,4,50
149,Killer Queen - Remastered 2011,Queen,rock,1974,117,65,54,-6,13,61,180,39,5,50
150,Wish You Were Here,Pink Floyd,rock,2001,122,32,50,-14,38,28,321,74,5,47
