Number,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
78,Love Shack,The B-52's,rock,1989,134,80,70,-7,70,90,321,5,5,74
79,How Will I Know,Whitney Houston,pop,1985,119,54,83,-13,63,93,276,20,4,74
80,All Night Long (All Night) - Single Version,Lionel Richie,rock,1992,109,60,75,-12,3,83,259,15,4,74
81,Englishman In New York,Sting,pop,1987,102,35,67,-18,9,65,267,40,4,74
82,Love Will Tear Us Apart - 2020 Remaster,Joy Division,rock,1980,147,92,53,-7,13,90,208,0,4,73
83,How Soon Is Now? - 2011 Remaster,The Smiths,pop,1984,191,93,40,-7,9,73,408,0,6,73
84,West End Girls - 2018 Remaster,Pet Shop Boys,rock,1986,113,91,66,-7,16,58,286,0,4,73
85,Close To Me,The Cure,pop,1985,185,52,72,-11,8,97,203,7,12,73
86,Video Killed The Radio Star,The Buggles,pop,1980,131,68,68,-12,20,25,253,10,8,73
87,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,r&b,2012,114,85,88,-5,14,54,298,5,15,73
88,Time After Time,Cyndi Lauper,pop,2014,130,44,72,-9,9,32,243,58,3,73
89,Don't Stand So Close To Me,The Police,rock,1980,140,51,80,-9,4,52,243,5,6,73
90,I'm Coming Out,Diana Ross,adult standards,1980,110,83,72,-9,8,77,323,19,5,73
91,Woman - Remastered 2010,John Lennon,rock,1980,80,66,59,-6,4,75,213,38,2,73
92,It's My Life - 1997 Remaster,Talk Talk,soul,1984,126,80,63,-8,40,87,232,20,3,73
93,Funkytown - Single Version,Lipps Inc.,funk,2007,123,56,91,-9,11,23,245,0,6,73
94,End Of The Line,Traveling Wilburys,rock,1988,167,84,58,-7,6,93,210,16,5,73
95,Golden Brown,The Stranglers,rock,1981,94,38,56,-15,14,60,207,14,3,72
96,When Doves Cry,Prince,funk,1984,126,99,73,-5,44,84,353,1,5,72
97,Call Me,Blondie,pop,2004,143,83,55,-7,7,77,212,0,3,72
98,True - Single Edit,Spandau Ballet,pop,2008,97,53,74,-9,6,39,329,46,3,72
99,Kokomo,The Beach Boys,pop,2003,116,64,68,-10,14,93,218,1,3,72
100,Don't Worry Be Happy,Bobby McFerrin,pop,1988,69,17,68,-23,5,75,294,88,17,72
101,I Guess That's Why They Call It The Blues,Elton John,rock,1983,121,66,67,-7,18,67,285,22,3,72
102,I Think We're Alone Now,Tiffany,pop,1987,131,72,75,-12,2,94,229,3,5,72
103,Kids In America,Kim Wilde,pop,1981,160,78,56,-4,12,31,206,10,5,72
104,Money For Nothing,Dire Straits,rock,1985,134,77,64,-7,6,59,504,4,4,72
105,Lovesong - Remastered,The Cure,pop,1989,140,79,61,-8,22,86,208,33,3,71
106,Modern Love - 2018 Remaster,David Bowie,rock,1983,183,94,36,-6,12,94,288,0,5,71
107,Don't Dream It's Over,Crowded House,rock,1986,82,75,45,-7,8,36,238,1,4,71
108,Holding Back the Years - 2008 Remaster,Simply Red,soul,1985,86,51,71,-9,10,52,270,58,3,71
109,Easy Lover,Philip Bailey,rock,1985,129,70,75,-13,8,94,305,7,4,70
110,Enola Gay - Remastered 2003,Orchestral Manoeuvres In The Dark,pop,1980,143,76,56,-7,8,93,214,0,3,70
111,Cruel Summer,Bananarama,pop,1984,109,87,67,-6,26,94,215,27,3,70
112,Got To Give It Up - Pt. 1,Marvin Gaye,soul,1983,123,85,86,-9,35,89,255,23,4,69
113,Private Eyes,Daryl Hall & John Oates,rock,1981,121,94,85,-7,6,84,217,41,4,69
114,Drive,The Cars,rock,1984,111,61,58,-10,15,50,234,12,3,69
115,Ain't Nobody,Chaka Khan,funk,1996,104,88,80,-7,14,82,281,19,4,69
116,Club Tropicana,Wham!,pop,1983,117,71,66,-9,65,81,266,3,5,69
117,Dancing With Myself,Billy Idol,rock,1985,177,70,51,-11,30,91,360,2,8,69
118,Raspberry Beret,Prince,funk,1985,121,67,76,-13,7,91,215,21,4,68
119,I Can't Go for That (No Can Do),Daryl Hall & John Oates,rock,1981,111,44,89,-10,4,96,307,4,4,68
120,Man in the Mirror - 2012 Remaster,Michael Jackson,r&b,2012,100,81,81,-5,13,27,319,52,4,68
121,Back To Life,Soul II Soul,soul,1989,101,48,82,-12,4,67,228,5,14,68
122,The Whole of the Moon - 2004 Remaster,The Waterboys,rock,1985,106,80,61,-7,13,58,303,12,3,68
123,Blue Monday '88,New Order,rock,1994,130,89,68,-8,6,95,245,0,4,68
124,Only You,Yazoo,pop,1982,106,31,75,-17,8,85,194,33,4,68
125,Every Breath You Take,The Police,rock,2017,117,48,82,-9,8,72,252,56,3,67
126,Hip To Be Square,Huey Lewis & The News,rock,1986,141,78,67,-11,14,96,245,0,3,67
127,Rebel Yell - Remastered 1999,Billy Idol,rock,2001,167,69,53,-9,16,45,287,0,5,66
128,Save a Prayer - 2009 Remaster,Duran Duran,rock,1982,114,71,57,-9,16,67,333,35,3,66
129,Eyes Without A Face - Remastered 1999,Billy Idol,rock,2001,86,65,55,-10,16,55,297,1,4,65
130,Get Down On It - Single Version,Kool & The Gang,funk,1999,111,63,88,-6,6,97,213,21,6,65
131,Big Love - 2017 Remaster,Fleetwood Mac,rock,1987,125,70,71,-12,7,59,224,3,5,65
132,Gold - 2003 Remaster,Spandau Ballet,pop,1983,143,80,72,-6,34,73,291,25,3,65
133,Holiday,Madonna,pop,1983,118,70,81,-9,5,73,232,3,5,64
134,Jessie's Girl,Rick Springfield,rock,1981,132,61,72,-13,11,86,194,17,5,64
135,Islands in the Stream,Dolly Parton,pop,2016,204,52,61,-8,8,73,250,68,4,64
136,Lucky Star,Madonna,pop,1983,117,63,79,-11,14,96,334,27,4,63
137,Rio - 2009 Remaster,Duran Duran,rock,1982,141,87,54,-7,9,68,337,4,5,63
138,Come On Eileen - Single Edit,Dexys Midnight Runners,pop,2009,107,87,41,-4,8,82,206,20,9,63
139,Borderline,Madonna,pop,1983,119,53,79,-13,5,61,417,3,4,62
140,Sweet Love,Anita Baker,funk,1986,89,73,50,-6,16,68,266,36,2,62
141,1999,Prince,funk,1982,119,73,87,-8,8,63,379,14,8,61
142,That's All - Remastered 2007,Genesis,rock,1983,175,67,58,-9,9,80,266,25,3,60
143,Tom's Diner,Suzanne Vega,pop,1987,97,23,71,-18,25,39,133,55,91,59
144,Walk Like an Egyptian,The Bangles,rock,1986,103,84,72,-13,30,79,205,1,10,57
145,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",jazz,1979,96,50,75,-13,5,59,438,41,11,55
146,Shout,Tears For Fears,pop,1985,98,93,51,-11,12,49,393,19,4,55
147,More Than This,Roxy Music,rock,2004,128,55,66,-12,11,76,273,4,3,55
148,Our House - 2009 - Remaster,Madness,pop,2009,121,80,52,-5,22,71,191,3,4,55
149,Cold as Ice - 2008 Remaster,Foreigner,rock,2008,131,71,55,-5,14,51,200,6,3,54
150,Me Myself and I,De La Soul,hip hop,1989,115,97,89,-5,65,81,229,17,11,44
