Number,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
23,I'm a Believer - 2006 Remaster,The Monkees,album rock,1967,80,78,53,-6,22,96,167,71,4,77
24,For Once In My Life,Stevie Wonder,motown,1968,110,52,52,-12,52,85,170,20,4,76
25,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,album rock,1968,116,67,70,-9,6,56,378,52,21,76
26,Somethin' Stupid,Frank Sinatra,adult standards,1967,207,34,26,-13,25,54,162,74,4,75
27,I'd Rather Go Blind,Etta James,jazz blues,1968,83,43,48,-6,15,61,157,69,2,75
28,My Way,Frank Sinatra,adult standards,1969,75,38,40,-7,12,23,277,70,3,75
29,Break on Through (To the Other Side),The Doors,acid rock,1967,90,75,42,-10,17,79,146,20,5,75
30,I Heard It Through The Grapevine,Marvin Gaye,classic soul,1968,117,36,71,-11,13,62,194,27,4,75
31,L-O-V-E,Nat King Cole,adult standards,1965,78,37,43,-8,8,66,155,69,8,75
32,You Never Can Tell,Chuck Berry,blues,1964,157,85,53,-10,22,88,162,73,22,75
33,Little Wing,Jimi Hendrix,acid rock,1967,71,53,52,-8,5,43,146,18,8,74
34,Can't Take My Eyes off You,Frankie Valli,adult standards,1967,124,78,58,-7,8,56,204,51,6,74
35,Fly Me To The Moon (In Other Words),Frank Sinatra,adult standards,1962,119,26,67,-14,6,37,147,45,5,74
36,You Really Got Me,The Kinks,album rock,1964,137,94,57,-6,10,96,134,49,8,74
37,The Weight - Remastered 2000,The Band,blues rock,1968,144,55,63,-9,10,52,274,37,5,74
38,Light My Fire,The Doors,acid rock,1967,125,73,41,-6,9,44,430,37,3,74
39,Purple Haze,Jimi Hendrix,acid rock,1967,109,91,53,-5,7,49,171,1,8,73
40,Space Oddity - 2015 Remaster,David Bowie,art rock,1969,134,40,31,-14,14,47,318,7,3,73
41,White Rabbit,Jefferson Airplane,acid rock,1967,107,29,55,-13,9,32,151,49,3,73
42,Good Times Bad Times - 1993 Remaster,Led Zeppelin,album rock,1969,94,72,48,-9,8,75,166,4,9,73
43,Ring of Fire,Johnny Cash,arkansas country,1963,104,59,66,-8,35,78,158,62,3,73
44,The Boxer,Simon & Garfunkel,classic rock,1970,93,49,44,-14,16,63,309,70,6,73
45,Time of the Season - Mono Version,The Zombies,baroque pop,1968,117,70,54,-7,29,68,214,13,4,72
46,Ramble On - 1990 Remaster,Led Zeppelin,album rock,1969,98,61,47,-11,23,89,263,7,3,72
47,Hey Joe,Jimi Hendrix,acid rock,1967,169,77,35,-6,2,53,210,1,4,72
48,White Room,Cream,album rock,1968,110,58,55,-13,4,46,298,19,3,72
49,Strangers In The Night,Frank Sinatra,adult standards,1966,90,47,26,-8,20,54,158,59,3,72
50,Do You Believe in Magic?,The Lovin' Spoonful,classic rock,1965,139,74,55,-8,34,76,126,21,5,72
51,Magic Carpet Ride,Steppenwolf,acid rock,1968,112,65,64,-15,3,80,272,14,5,72
52,Somebody to Love,Jefferson Airplane,acid rock,1967,132,58,50,-9,32,65,175,41,3,72
53,Daydream Believer,The Monkees,album rock,1968,126,49,51,-10,11,65,180,26,3,72
54,A Sunday Kind Of Love,Etta James,jazz blues,1960,86,28,42,-9,23,40,196,83,3,71
55,Spooky,Dusty Springfield,adult standards,1968,106,45,75,-13,9,96,164,50,3,71
56,Be My Baby,The Ronettes,brill building pop,1964,130,77,51,-7,9,80,161,17,4,71
57,Like a Rolling Stone,Bob Dylan,classic rock,1965,95,72,48,-7,19,56,370,73,3,71
58,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,arkansas country,1968,111,52,62,-15,89,89,163,7,8,71
59,I Want To Hold Your Hand - Remastered 2015,The Beatles,beatlesque,2000,131,72,49,-6,31,87,146,39,5,71
60,Hit the Road Jack,Ray Charles,classic soul,2021,173,57,60,-13,51,96,120,70,14,71
61,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,classic soul,1968,111,27,60,-10,14,41,165,68,3,71
62,Build Me Up Buttercup,The Foundations,bubblegum pop,1968,134,51,66,-7,28,86,178,32,3,70
63,All Day and All of the Night,The Kinks,album rock,1964,137,86,55,-8,6,72,142,26,8,70
64,I Get Around (Mono),The Beach Boys,baroque pop,1964,144,63,39,-8,7,51,134,36,5,70
65,You Can't Always Get What You Want,The Rolling Stones,album rock,1969,86,62,32,-10,25,47,449,64,6,70
66,Piece of My Heart,Big Brother & The Holding Company,blues rock,1968,161,73,44,-8,17,57,253,26,14,70
67,Hard to Handle,Otis Redding,classic soul,2018,96,55,67,-9,12,96,141,57,6,70
68,The Girl From Ipanema,Stan Getz,bebop,1964,130,15,65,-18,10,48,320,87,4,69
69,Put Your Head On My Shoulder,Paul Anka,adult standards,2000,116,34,55,-9,10,47,155,75,3,69
70,A Change Is Gonna Come,Sam Cooke,classic soul,1964,174,38,21,-10,30,45,191,72,3,69
71,Voodoo Child (Slight Return),Jimi Hendrix,acid rock,1968,176,91,21,-7,5,45,313,48,39,69
72,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",album rock,1969,147,16,48,-14,11,42,158,91,4,69
73,California Soul,Marlena Shaw,,1969,95,83,51,-8,37,54,177,56,6,69
74,(What A) Wonderful World,Sam Cooke,classic soul,2000,129,51,69,-10,46,89,125,63,3,69
75,The Times They Are A-Changin',Bob Dylan,classic rock,1964,172,40,39,-8,8,59,192,89,3,69
76,Everyday People,Sly & The Family Stone,classic soul,1969,115,50,81,-11,4,77,142,31,3,69
77,Sunny Afternoon,The Kinks,album rock,1966,125,46,60,-8,6,53,211,10,3,68
78,Don't Worry Baby - Remastered 2001,The Beach Boys,baroque pop,1964,121,46,49,-10,11,85,170,7,3,68
79,Bring It On Home to Me,Sam Cooke,classic soul,2000,71,40,52,-8,43,68,163,78,3,68
80,I Put A Spell On You,Nina Simone,jazz blues,1965,89,40,42,-9,17,36,155,76,3,68
81,Crazy - Single Version,Patsy Cline,country,1961,108,2,47,-24,10,36,165,93,4,68
82,You Don't Own Me,Lesley Gore,brill building pop,1963,95,43,47,-10,63,71,150,70,3,68
83,My Cherie Amour,Stevie Wonder,motown,1969,101,51,57,-11,28,51,173,23,3,67
84,She's Not There,The Zombies,baroque pop,1965,132,80,52,-5,9,90,145,58,5,67
85,Hey Jude - Remastered 2009,The Beatles,beatlesque,1973,145,55,40,-10,9,67,431,3,3,67
86,Girl from the North Country,Bob Dylan,classic rock,1969,119,14,61,-23,12,31,220,84,4,67
87,Come A Little Bit Closer,Jay & The Americans,bubblegum pop,1964,133,68,64,-9,53,88,167,52,6,67
88,Bang Bang (My Baby Shot Me Down),Nancy Sinatra,lounge,1966,96,17,43,-19,11,37,162,98,5,67
89,My Generation - Stereo Version,The Who,album rock,1965,97,78,41,-9,8,71,199,31,6,67
90,Please Mr. Postman - Single Version / Mono,The Marvelettes,classic girl group,1961,122,78,79,-5,18,97,148,73,3,67
91,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,classic rock,1968,125,35,44,-16,42,68,164,34,4,67
92,Pale Blue Eyes,The Velvet Underground,alternative rock,1969,83,11,64,-19,10,30,340,91,3,66
93,Sunday Morning,The Velvet Underground,alternative rock,1967,106,44,51,-13,8,53,176,9,3,66
94,God Only Knows - Mono,The Beach Boys,baroque pop,1966,117,49,52,-8,6,48,173,25,3,66
95,The End of the World,Skeeter Davis,nashville sound,1994,94,22,23,-11,25,43,158,94,3,66
96,Sunshine Of Your Love,Cream,album rock,1967,115,48,68,-13,12,78,250,48,4,66
97,These Days,Nico,experimental,1967,93,13,40,-18,10,21,211,99,3,65
98,Waterloo Sunset,The Kinks,album rock,1967,108,69,51,-7,17,42,194,16,2,65
99,Suzanne,Leonard Cohen,canadian singer-songwriter,1967,132,17,41,-16,11,35,229,92,4,65
100,America,Simon & Garfunkel,classic rock,1968,178,24,26,-16,8,28,215,55,4,65
101,Walk on By,Dionne Warwick,adult standards,1964,99,33,70,-9,14,52,178,72,3,65
102,Going Up The Country,Canned Heat,blues,1987,80,24,65,-19,13,77,171,81,5,64
103,Good Vibrations - Remastered 2001,The Beach Boys,baroque pop,2006,133,50,40,-7,15,38,218,39,3,64
104,Nothing Can Change This Love,Sam Cooke,classic soul,1963,65,30,37,-12,8,44,159,77,3,64
105,Sinnerman,Nina Simone,jazz blues,1965,148,54,44,-13,9,66,622,65,10,64
106,It's My Party,Lesley Gore,brill building pop,1963,128,50,69,-12,4,96,140,37,6,64
107,Mr. Tambourine Man,Bob Dylan,classic rock,1965,178,31,39,-15,38,58,331,79,7,64
108,Evil Ways,Santana,blues rock,1969,117,53,70,-13,14,73,238,22,4,64
109,(Sittin' On) the Dock of the Bay,Otis Redding,classic soul,1968,206,31,48,-14,6,60,167,72,5,63
110,Black Magic Woman,Santana,blues rock,2007,124,55,50,-7,9,63,196,68,3,63
111,Wichita Lineman - Remastered 2001,Glen Campbell,adult standards,1968,172,39,19,-12,25,39,186,33,3,63
112,Who's Lovin' You,The Jackson 5,motown,1969,162,31,25,-13,28,40,236,65,4,62
113,La-La Means I Love You,The Delfonics,classic soul,1968,171,55,37,-8,18,62,201,68,3,62
114,The House of the Rising Sun,The Animals,album rock,2019,117,48,32,-9,9,30,270,0,3,61
115,Albatross,Fleetwood Mac,album rock,1969,67,11,47,-16,11,25,190,80,3,61
116,Elenore,The Turtles,bubblegum pop,1968,123,63,63,-8,24,89,151,60,4,61
117,These Eyes,The Guess Who,album rock,1969,96,38,56,-11,16,76,226,49,3,61
118,Da Doo Ron Ron (When He Walked Me Home),The Crystals,classic girl group,2011,149,80,54,-8,14,61,140,48,5,60
119,I Wanna Be Your Dog,The Stooges,alternative rock,1969,121,87,53,-9,42,11,189,2,4,60
120,This Will Be Our Year,The Zombies,baroque pop,1968,97,42,52,-7,19,53,128,63,3,60
121,The Wanderer,Dion,doo-wop,2001,114,48,62,-13,11,84,167,19,4,60
122,Suspicious Minds,Elvis Presley,rock-and-roll,2002,115,72,54,-5,13,61,272,5,3,60
123,In Dreams,Roy Orbison,adult standards,1963,108,44,50,-10,13,71,169,67,3,60
124,Summertime,Big Brother & The Holding Company,blues rock,1968,181,30,30,-14,13,38,238,9,3,60
125,Crimson & Clover,Tommy James & The Shondells,bubblegum pop,1989,82,69,41,-9,20,68,210,24,7,59
126,Ain't That A Kick In The Head,Dean Martin,adult standards,1996,132,31,66,-10,23,70,146,46,7,59
127,Sweet Thing - 1999 Remaster,Van Morrison,classic rock,1968,87,39,52,-15,12,71,266,23,3,59
128,Georgia on My Mind - Original Master Recording,Ray Charles,classic soul,1960,180,40,14,-9,19,30,217,78,3,58
129,Green Onions,Booker T. & the M.G.'s,blues,1962,138,38,79,-15,10,89,167,81,3,58
130,These Boots Are Made for Walkin',Nancy Sinatra,lounge,1987,83,32,72,-16,8,46,163,56,6,58
131,Hurdy Gurdy Man,Donovan,british folk,1968,79,46,41,-16,39,54,193,0,5,58
132,Blue Velvet,Bobby Vinton,adult standards,1962,80,25,38,-10,16,28,168,86,3,58
133,Black Magic Woman,Fleetwood Mac,album rock,1969,130,44,55,-9,9,54,167,6,5,58
134,All Along the Watchtower,Jimi Hendrix,acid rock,1997,113,81,43,-6,9,63,239,0,7,57
135,One - Single Version,Three Dog Night,album rock,1968,61,41,55,-13,10,41,186,31,3,56
136,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,album rock,1971,136,84,73,-9,10,83,223,0,5,56
137,Wouldn't It Be Nice - Mono,The Beach Boys,baroque pop,1966,124,69,40,-6,17,72,146,73,3,54
138,I Say a Little Prayer,Aretha Franklin,classic soul,2017,133,36,59,-14,6,50,217,48,4,54
139,Nights In White Satin - Single Version,The Moody Blues,album rock,2014,79,35,21,-12,25,22,266,25,3,53
140,I Walk the Line - Stereo Version,Johnny Cash,arkansas country,1964,115,19,60,-20,10,75,154,97,3,53
141,Strange Brew,Cream,album rock,1967,106,40,62,-16,27,68,167,56,3,51
142,Everybody Loves Somebody,Dean Martin,adult standards,2014,119,41,50,-12,35,46,164,86,4,47
143,Sunny,Bobby Hebb,northern soul,1993,128,32,69,-12,30,65,167,74,5,47
144,This Magic Moment,Ben E. King,rock-and-roll,2012,140,44,33,-8,14,55,148,73,3,46
145,Puppy Love - Remix,Paul Anka,adult standards,2000,102,41,29,-10,27,54,164,66,3,45
146,"Hold On, I'm Comin'",Sam & Dave,classic soul,2007,107,54,76,-9,16,87,149,1,3,45
147,I Wish I Knew How It Would Feel to Be Free,Nina Simone,jazz blues,1998,121,48,65,-10,10,60,189,71,5,45
148,Try a Little Tenderness,Otis Redding,classic soul,2007,103,13,58,-15,26,7,202,19,6,39
149,"B-A-B-Y (From ""Baby Driver"")",Carla Thomas,memphis soul,2017,114,45,71,-7,9,65,173,33,4,35
150,Alone Again Or,Love,acid rock,2017,174,44,30,-10,11,20,194,52,3,31
